Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Type_Combined,Years_Established
12.3,Regular,0.064565202,Starchy Foods,92.9804,High,Tier 3,Supermarket Type1,1929.4884,train,Food,34
7.05,Low Fat,0.084554569,Snack Foods,109.8912,Medium,Tier 3,Supermarket Type3,2074.6328,train,Food,36
11.8,Not Applicable,0.058451805,Health and Hygiene,79.9618,Medium,Tier 3,Supermarket Type3,241.6854,train,Non-Consumable,36
17.25,Not Applicable,0.113748685,Household,251.3724,Small,Tier 2,Supermarket Type1,6795.1548,train,Non-Consumable,19
15.85,Not Applicable,0.020603511,Household,42.7112,Small,Tier 2,Supermarket Type1,639.168,train,Non-Consumable,14
18.85,Not Applicable,0.052044976,Health and Hygiene,192.1846,Small,Tier 2,Supermarket Type1,3248.4382,train,Non-Consumable,17
16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,Small,Tier 2,Supermarket Type1,7222.5984,train,Food,14
14.1,Low Fat,0.087977262,Dairy,229.0668,Small,Tier 2,Supermarket Type1,3225.1352,train,Drinks,17
7.905,Low Fat,0.010010425,Snack Foods,249.0408,Small,Tier 2,Supermarket Type1,3755.112,train,Food,17
12.0,Low Fat,0.033946163,Canned,179.3976,High,Tier 3,Supermarket Type1,3440.8544,train,Food,34
12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,Small,Tier 2,Supermarket Type1,974.7312,train,Food,17
10.1,Low Fat,0.027106459,Meat,75.367,Medium,Tier 1,Supermarket Type1,535.969,train,Food,22
17.5,Low Fat,0.027022883,Frozen Foods,262.491,Small,Tier 2,Supermarket Type1,5259.82,train,Food,14
18.35,Low Fat,0.058153409,Dairy,152.034,Small,Tier 1,Grocery Store,306.268,train,Drinks,36
17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,Medium,Tier 3,Supermarket Type2,1779.0176,train,Food,12
7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,Medium,Tier 1,Supermarket Type1,759.012,train,Food,22
11.8,Regular,0.09357779,Snack Foods,125.9704,High,Tier 3,Supermarket Type1,1877.556,train,Food,34
13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,Small,Tier 2,Supermarket Type1,3779.0808,train,Food,19
6.4,Low Fat,0.148392623,Frozen Foods,41.5796,Small,Tier 1,Grocery Store,41.2796,train,Food,36
8.5,Low Fat,0.098438394,Canned,51.1324,Small,Tier 2,Supermarket Type1,259.662,train,Food,14
8.645,Not Applicable,0.143303291,Health and Hygiene,96.341,High,Tier 3,Supermarket Type1,193.082,train,Non-Consumable,34
17.6,Regular,0.076276208,Meat,110.9202,Small,Tier 2,Supermarket Type1,1687.803,train,Food,19
9.1,Low Fat,0.175103435,Baking Goods,127.5362,Small,Tier 2,Supermarket Type1,4655.9394,train,Food,14
12.8,Regular,0.023511371,Meat,225.9404,High,Tier 3,Supermarket Type1,4950.8888,train,Food,34
7.63,Low Fat,0.06105276,Soft Drinks,95.4436,Small,Tier 2,Supermarket Type1,1418.154,train,Drinks,17
9.285,Regular,0.049559042,Frozen Foods,246.4144,Small,Tier 2,Supermarket Type1,1225.072,train,Food,14
13.6,Regular,0.119418124,Dairy,231.03,Small,Tier 2,Supermarket Type1,5359.69,train,Food,19
8.895,Low Fat,0.072545601,Breakfast,176.237,Small,Tier 2,Supermarket Type1,1764.37,train,Food,19
16.35,Not Applicable,0.090486828,Household,195.211,High,Tier 3,Supermarket Type1,2553.343,train,Non-Consumable,34
17.6,Low Fat,0.056245075,Frozen Foods,43.3454,High,Tier 3,Supermarket Type1,1006.6896,train,Food,34
7.975,Low Fat,0.014618973,Baking Goods,85.225,High,Tier 3,Supermarket Type1,1081.925,train,Food,34
15.85,Low Fat,0.043479126,Starchy Foods,36.7164,Small,Tier 2,Supermarket Type1,308.9312,train,Food,14
15.7,Low Fat,0.045166237,Frozen Foods,178.666,High,Tier 3,Supermarket Type1,2516.724,train,Food,34
8.985,Regular,0.057827101,Frozen Foods,128.831,Small,Tier 1,Supermarket Type1,1428.141,train,Food,24
20.35,Low Fat,0.089394766,Dairy,260.1594,High,Tier 3,Supermarket Type1,2093.2752,train,Food,34
6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,High,Tier 3,Supermarket Type1,1929.4884,train,Food,34
19.85,Low Fat,0.005234153,Dairy,264.0884,Small,Tier 2,Supermarket Type1,5829.7448,train,Food,17
16.85,Low Fat,0.036390174,Snack Foods,91.4488,Small,Tier 1,Supermarket Type1,2082.6224,train,Food,24
19.35,Low Fat,0.03292824,Meat,173.1738,Medium,Tier 3,Supermarket Type3,7298.4996,train,Food,36
16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,High,Tier 3,Supermarket Type1,7452.9652,train,Food,34
17.6,Regular,0.076552407,Meat,110.5202,Small,Tier 2,Supermarket Type1,450.0808,train,Food,14
7.905,Low Fat,0.016758569,Snack Foods,250.4408,Small,Tier 3,Grocery Store,500.6816,train,Food,23
17.85,Low Fat,0.044248175,Snack Foods,126.202,Medium,Tier 3,Supermarket Type3,3668.558,train,Food,36
7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,Medium,Tier 3,Supermarket Type2,736.3748,train,Food,12
7.825,Not Applicable,0.186032678,Household,253.0698,Small,Tier 2,Supermarket Type1,6088.0752,train,Non-Consumable,17
9.0,Not Applicable,0.031867464,Household,101.0016,Medium,Tier 3,Supermarket Type3,2125.2336,train,Non-Consumable,36
20.75,Low Fat,0.021370201,Soft Drinks,153.0024,Small,Tier 2,Supermarket Type1,2277.036,train,Drinks,14
11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,Small,Tier 1,Grocery Store,573.2538,train,Food,36
6.26,Regular,0.009866049,Meat,151.1366,Small,Tier 2,Supermarket Type1,2267.049,train,Food,17
18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,Small,Tier 3,Grocery Store,296.9468,train,Food,23
13.0,Not Applicable,0.099729888,Household,46.306,Medium,Tier 3,Supermarket Type2,559.272,train,Non-Consumable,12
20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,Small,Tier 2,Supermarket Type1,5559.43,train,Food,17
8.695,Not Applicable,0.119721451,Household,95.5094,Medium,Tier 1,Supermarket Type1,1237.7222,train,Non-Consumable,22
7.27,Low Fat,0.071222087,Soft Drinks,113.5518,Small,Tier 2,Supermarket Type1,569.259,train,Drinks,19
10.695,Regular,0.060371962,Breakfast,174.0712,Medium,Tier 3,Supermarket Type3,3866.9664,train,Food,36
12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,Small,Tier 2,Supermarket Type1,1379.5376,train,Food,19
7.075,Low Fat,0.05858462,Dairy,142.7128,Medium,Tier 3,Supermarket Type2,1869.5664,train,Food,12
20.2,Regular,0.11679292,Baking Goods,196.211,Medium,Tier 3,Supermarket Type3,5499.508,train,Food,36
8.195,Low Fat,0.031452265,Baking Goods,94.3462,Medium,Tier 1,Supermarket Type1,925.462,train,Food,22
7.09,Low Fat,0.00721395,Baking Goods,47.9034,Small,Tier 2,Supermarket Type1,583.2408,train,Food,17
6.095,Not Applicable,0.081196619,Others,141.4154,Small,Tier 1,Supermarket Type1,1418.154,train,Non-Consumable,24
19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,Small,Tier 2,Supermarket Type1,942.7728,train,Food,14
6.15,Low Fat,0.04627095,Baking Goods,99.3384,Small,Tier 1,Supermarket Type1,2364.9216,train,Food,24
17.35,Regular,0.02747716,Canned,87.9856,Medium,Tier 3,Supermarket Type3,3251.7672,train,Food,36
20.2,Regular,0.104704537,Fruits and Vegetables,125.2678,Small,Tier 1,Grocery Store,254.3356,train,Food,36
17.7,Not Applicable,0.012540003,Household,167.0474,Small,Tier 2,Supermarket Type1,5895.659,train,Non-Consumable,17
17.85,Low Fat,0.147023834,Breads,93.7436,Medium,Tier 3,Supermarket Type2,1134.5232,train,Food,12
9.395,Low Fat,0.159657596,Soft Drinks,224.972,Small,Tier 2,Supermarket Type1,7696.648,train,Drinks,19
15.75,Low Fat,0.141398626,Hard Drinks,250.5382,Small,Tier 2,Supermarket Type1,2775.7202,train,Drinks,14
7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,Small,Tier 2,Supermarket Type1,5317.0788,train,Food,19
7.075,Low Fat,0.0,Frozen Foods,98.0068,Medium,Tier 3,Supermarket Type2,874.8612,train,Food,12
6.445,Low Fat,0.029691762,Baking Goods,92.6436,Small,Tier 1,Supermarket Type1,1039.9796,train,Food,24
19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,Small,Tier 2,Supermarket Type1,3038.0454,train,Food,17
20.25,Regular,0.014790559,Dairy,193.6162,Small,Tier 2,Supermarket Type1,3848.324,train,Food,17
15.0,Regular,0.054378253,Canned,59.1904,Small,Tier 1,Supermarket Type1,527.3136,train,Food,24
6.67,Regular,0.123428594,Snack Foods,89.1514,Small,Tier 1,Supermarket Type1,2390.8878,train,Food,24
13.0,Regular,0.029943463,Canned,60.222,Medium,Tier 3,Supermarket Type3,1677.816,train,Food,36
16.7,Regular,0.052368061,Frozen Foods,112.7176,High,Tier 3,Supermarket Type1,801.6232,train,Food,34
7.07,Low Fat,0.093861144,Snack Foods,115.5834,Small,Tier 2,Supermarket Type1,1267.0174,train,Food,19
6.48,Low Fat,0.033968647,Snack Foods,148.0076,Small,Tier 2,Supermarket Type1,886.8456,train,Food,19
19.0,Regular,0.173154079,Fruits and Vegetables,228.272,Small,Tier 3,Grocery Store,452.744,train,Food,23
13.35,Low Fat,0.139735226,Frozen Foods,147.5392,Small,Tier 2,Supermarket Type1,3877.6192,train,Food,19
5.98,Low Fat,0.043351896,Fruits and Vegetables,146.6418,Medium,Tier 3,Supermarket Type3,4414.254,train,Food,36
9.3,Low Fat,0.042086652,Hard Drinks,122.4388,Medium,Tier 3,Supermarket Type3,5448.9072,train,Drinks,36
9.695,Regular,0.12848269,Baking Goods,223.9404,Medium,Tier 1,Supermarket Type1,4950.8888,train,Food,22
15.0,Low Fat,0.049357077,Soft Drinks,62.6168,Small,Tier 2,Supermarket Type1,958.752,train,Drinks,14
11.15,Regular,0.008326735,Dairy,149.9708,Small,Tier 2,Supermarket Type1,1956.1204,train,Food,14
20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,Medium,Tier 1,Supermarket Type1,2404.2038,train,Food,22
9.8,Not Applicable,0.151420934,Others,194.3478,Small,Tier 3,Grocery Store,387.4956,train,Non-Consumable,23
16.35,Low Fat,0.032511818,Meat,165.0842,High,Tier 3,Supermarket Type1,994.7052,train,Food,34
9.6,Regular,0.022323658,Breads,101.299,Small,Tier 2,Supermarket Type1,1754.383,train,Food,19
18.0,Not Applicable,0.019292355,Health and Hygiene,129.9994,Medium,Tier 3,Supermarket Type3,3340.9844,train,Non-Consumable,36
13.35,Low Fat,0.048124443,Breads,216.7166,Small,Tier 2,Supermarket Type1,3918.8988,train,Food,19
20.7,Low Fat,0.09261307,Dairy,76.367,High,Tier 3,Supermarket Type1,306.268,train,Drinks,34
15.1,Low Fat,0.094697274,Baking Goods,158.4604,Medium,Tier 3,Supermarket Type3,4278.4308,train,Food,36
16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,Small,Tier 2,Supermarket Type1,4425.5726,train,Food,19
13.8,Regular,0.056596985,Snack Foods,230.9984,Medium,Tier 3,Supermarket Type3,9267.936,train,Food,36
15.6,Low Fat,0.2047,Frozen Foods,76.867,Small,Tier 1,Grocery Store,229.701,train,Food,36
21.1,Regular,0.020618324,Breakfast,129.3994,Medium,Tier 3,Supermarket Type3,2055.9904,train,Food,36
5.5,Not Applicable,0.04709821,Others,101.3016,Small,Tier 1,Supermarket Type1,3339.6528,train,Non-Consumable,24
15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,Small,Tier 2,Supermarket Type1,6410.3224,train,Food,19
15.7,Regular,0.038078899,Frozen Foods,122.9046,Small,Tier 2,Supermarket Type1,1992.0736,train,Food,14
7.895,Regular,0.095102092,Breakfast,104.4332,Small,Tier 2,Supermarket Type1,2870.9296,train,Food,14
17.2,Regular,0.011953902,Canned,164.5184,Medium,Tier 3,Supermarket Type3,2807.0128,train,Food,36
17.35,Regular,0.062799379,Baking Goods,88.183,High,Tier 3,Supermarket Type1,539.298,train,Food,34
7.285,Not Applicable,0.031125709,Household,174.3054,High,Tier 3,Supermarket Type1,4377.635,train,Non-Consumable,34
20.25,Not Applicable,0.026005891,Household,180.9976,Small,Tier 2,Supermarket Type1,2716.464,train,Non-Consumable,19
18.75,Low Fat,0.09246392,Snack Foods,190.9504,Small,Tier 1,Grocery Store,383.5008,train,Food,36
15.85,Low Fat,0.107765165,Soft Drinks,59.5904,Medium,Tier 1,Supermarket Type1,703.0848,train,Drinks,22
6.17,Low Fat,0.010647477,Meat,66.3826,Medium,Tier 1,Supermarket Type1,1937.478,train,Food,22
19.5,Not Applicable,0.015749341,Household,182.2608,Medium,Tier 1,Supermarket Type1,3307.6944,train,Non-Consumable,22
19.2,Not Applicable,0.077628053,Household,197.611,Medium,Tier 1,Supermarket Type1,3142.576,train,Non-Consumable,22
16.7,Low Fat,0.0,Canned,181.2292,Medium,Tier 3,Supermarket Type2,2554.0088,train,Food,12
20.85,Regular,0.056695731,Breads,104.0648,Medium,Tier 3,Supermarket Type2,1869.5664,train,Food,12
14.5,Regular,0.063993068,Breads,260.4594,Small,Tier 2,Supermarket Type1,5494.8474,train,Food,19
11.395,Regular,0.069529262,Meat,233.1616,High,Tier 3,Supermarket Type1,6093.4016,train,Food,34
7.97,Low Fat,0.034452949,Soft Drinks,174.0422,Small,Tier 1,Supermarket Type1,2586.633,train,Drinks,24
7.71,Regular,0.06670068,Snack Foods,55.2956,Medium,Tier 1,Supermarket Type1,1255.6988,train,Food,22
19.25,Regular,0.034699737,Canned,141.7496,Small,Tier 1,Supermarket Type1,4093.3384,train,Food,24
7.075,Low Fat,0.058346939,Dairy,142.2128,Small,Tier 1,Supermarket Type1,3163.8816,train,Food,24
19.35,Regular,0.065203103,Meat,166.0816,Medium,Tier 3,Supermarket Type3,5033.448,train,Food,36
11.6,Regular,0.078929571,Frozen Foods,79.9276,Small,Tier 1,Supermarket Type1,1137.1864,train,Food,24
8.985,Low Fat,0.182514881,Fruits and Vegetables,98.77,Medium,Tier 3,Supermarket Type3,2696.49,train,Food,36
12.1,Low Fat,0.016895293,Hard Drinks,178.566,Medium,Tier 3,Supermarket Type2,898.83,train,Drinks,12
10.0,Not Applicable,0.073379745,Health and Hygiene,118.244,Small,Tier 1,Supermarket Type1,2756.412,train,Non-Consumable,24
14.35,Low Fat,0.08075758,Baking Goods,81.896,Small,Tier 2,Supermarket Type1,878.856,train,Food,19
10.395,Low Fat,0.112271498,Snack Foods,58.222,Medium,Tier 1,Supermarket Type1,659.142,train,Food,22
17.7,Low Fat,0.153741385,Dairy,182.6292,Small,Tier 1,Grocery Store,182.4292,train,Food,36
8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,High,Tier 3,Supermarket Type1,3610.6334,train,Food,34
8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,Small,Tier 2,Supermarket Type1,5153.292,train,Food,17
9.195,Regular,0.078502143,Meat,108.7596,Small,Tier 2,Supermarket Type1,2588.6304,train,Food,14
20.7,Regular,0.047684831,Dairy,212.5876,Medium,Tier 3,Supermarket Type2,1286.3256,train,Food,12
15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,Small,Tier 2,Supermarket Type1,1230.3984,train,Food,14
15.1,Regular,0.0,Fruits and Vegetables,60.2194,Medium,Tier 3,Supermarket Type3,1733.7432,train,Food,36
18.35,Not Applicable,0.053392944,Health and Hygiene,193.8162,Small,Tier 1,Grocery Store,384.8324,train,Non-Consumable,36
16.5,Not Applicable,0.036715907,Household,180.0318,Small,Tier 2,Supermarket Type1,3969.4996,train,Non-Consumable,19
9.0,Low Fat,0.065236932,Snack Foods,176.437,Small,Tier 2,Supermarket Type1,7763.228,train,Food,17
6.785,Regular,0.041947547,Meat,41.2112,High,Tier 3,Supermarket Type1,809.6128,train,Food,34
19.5,Low Fat,0.082888496,Canned,178.6002,Medium,Tier 3,Supermarket Type2,1253.7014,train,Food,12
7.575,Low Fat,0.055390121,Dairy,195.2768,Small,Tier 1,Supermarket Type1,5715.2272,train,Food,24
18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,High,Tier 3,Supermarket Type1,1464.76,train,Food,34
16.75,Low Fat,0.060495243,Dairy,169.8106,High,Tier 3,Supermarket Type1,3251.1014,train,Food,34
7.47,Regular,0.0,Frozen Foods,214.3218,Small,Tier 2,Supermarket Type1,4274.436,train,Food,17
20.35,Regular,0.014753811,Fruits and Vegetables,231.7958,Medium,Tier 3,Supermarket Type3,5375.0034,train,Food,36
18.2,Low Fat,0.160707489,Fruits and Vegetables,38.019,Medium,Tier 3,Supermarket Type3,1318.284,train,Food,36
13.85,Regular,0.085622362,Meat,119.4124,Medium,Tier 3,Supermarket Type2,2251.7356,train,Food,12
6.635,Regular,0.046350909,Frozen Foods,37.4506,Small,Tier 2,Supermarket Type1,1176.4686,train,Food,14
6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,Small,Tier 1,Supermarket Type1,3523.4136,train,Food,24
15.25,Low Fat,0.026604781,Snack Foods,86.2198,Small,Tier 2,Supermarket Type1,610.5386,train,Food,17
15.85,Low Fat,0.0,Canned,96.4094,Small,Tier 2,Supermarket Type1,1237.7222,train,Food,17
15.2,Low Fat,0.031860325,Snack Foods,235.1248,Small,Tier 3,Grocery Store,474.0496,train,Food,23
14.65,Regular,0.0,Snack Foods,52.6666,Medium,Tier 3,Supermarket Type3,717.7324,train,Food,36
20.75,Low Fat,0.021250002,Soft Drinks,150.5024,Small,Tier 1,Supermarket Type1,2580.6408,train,Drinks,24
10.195,Low Fat,0.159936948,Frozen Foods,143.2154,Small,Tier 1,Supermarket Type1,2552.6772,train,Food,24
7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,Small,Tier 2,Supermarket Type1,3914.904,train,Food,19
18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,Small,Tier 1,Supermarket Type1,796.9626,train,Food,24
13.35,Low Fat,0.179484411,Dairy,228.9352,Small,Tier 1,Grocery Store,916.1408,train,Food,36
18.35,Not Applicable,0.089163056,Household,191.3504,Small,Tier 2,Supermarket Type1,3259.7568,train,Non-Consumable,19
6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,Medium,Tier 1,Supermarket Type1,1677.816,train,Food,22
13.8,Regular,0.056960814,Snack Foods,230.0984,Medium,Tier 1,Supermarket Type1,3707.1744,train,Food,22
21.2,Regular,0.00704098,Starchy Foods,173.5738,Small,Tier 1,Supermarket Type1,2954.1546,train,Food,24
10.5,Regular,0.011026594,Snack Foods,166.4842,Medium,Tier 3,Supermarket Type2,2652.5472,train,Food,12
8.97,Not Applicable,0.093203257,Household,52.7956,Small,Tier 2,Supermarket Type1,1037.3164,train,Non-Consumable,19
10.895,Not Applicable,0.026916794,Others,50.9666,Medium,Tier 3,Supermarket Type3,717.7324,train,Non-Consumable,36
10.6,Not Applicable,0.035264298,Health and Hygiene,86.1224,Small,Tier 2,Supermarket Type1,426.112,train,Non-Consumable,19
13.65,Low Fat,0.015908424,Breads,231.1668,Small,Tier 2,Supermarket Type1,6911.004,train,Food,17
19.0,Not Applicable,0.017719277,Health and Hygiene,211.0244,Small,Tier 1,Supermarket Type1,3811.0392,train,Non-Consumable,24
15.6,Regular,0.035334201,Snack Foods,115.3518,Medium,Tier 3,Supermarket Type3,2277.036,train,Food,36
6.8,Low Fat,0.065652494,Baking Goods,48.9034,Small,Tier 1,Grocery Store,48.6034,train,Food,36
6.865,Low Fat,0.056919038,Snack Foods,212.8218,Medium,Tier 1,Supermarket Type1,5770.4886,train,Food,22
10.8,Regular,0.048143292,Baking Goods,40.2138,Small,Tier 1,Supermarket Type1,690.4346,train,Food,24
16.7,Low Fat,0.022047313,Dairy,110.2886,High,Tier 3,Supermarket Type1,1890.2062,train,Food,34
18.85,Low Fat,0.090427268,Hard Drinks,126.2336,Medium,Tier 3,Supermarket Type3,3195.84,train,Drinks,36
15.15,Low Fat,0.027779254,Baking Goods,150.1708,Small,Tier 1,Supermarket Type1,1504.708,train,Food,24
10.5,Not Applicable,0.0,Household,238.3248,Small,Tier 3,Grocery Store,711.0744,train,Non-Consumable,23
17.6,Low Fat,0.008033611,Dairy,174.2422,Medium,Tier 3,Supermarket Type2,4311.055,train,Food,12
19.35,Low Fat,0.033088472,Meat,175.4738,Small,Tier 1,Supermarket Type1,521.3214,train,Food,24
15.7,Not Applicable,0.160663021,Household,59.4562,Small,Tier 1,Supermarket Type1,829.5868,train,Non-Consumable,24
18.1,Low Fat,0.178975721,Dairy,155.5288,Small,Tier 2,Supermarket Type1,1571.288,train,Food,14
10.195,Regular,0.017627888,Starchy Foods,239.6538,Small,Tier 2,Supermarket Type1,2403.538,train,Food,17
10.6,Low Fat,0.0194158,Breads,41.6454,Small,Tier 1,Grocery Store,83.8908,train,Food,36
6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,Small,Tier 2,Supermarket Type1,844.2344,train,Food,19
19.0,Not Applicable,0.027139013,Household,127.3336,Small,Tier 2,Supermarket Type1,2940.1728,train,Non-Consumable,14
7.075,Low Fat,0.03777249,Frozen Foods,98.0068,Small,Tier 3,Grocery Store,291.6204,train,Food,23
13.15,Low Fat,0.036746479,Frozen Foods,181.2976,Small,Tier 2,Supermarket Type1,3259.7568,train,Food,19
20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,Medium,Tier 1,Supermarket Type1,3415.554,train,Food,22
20.35,Regular,0.0,Dairy,256.7672,Medium,Tier 3,Supermarket Type2,5624.6784,train,Food,12
18.85,Not Applicable,0.05213575,Health and Hygiene,190.1846,Medium,Tier 1,Supermarket Type1,6687.961,train,Non-Consumable,22
16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,Medium,Tier 1,Supermarket Type1,5642.655,train,Food,22
11.3,Low Fat,0.007309544,Meat,196.2426,Medium,Tier 3,Supermarket Type2,4943.565,train,Food,12
17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,Medium,Tier 3,Supermarket Type2,3135.2522,train,Food,12
18.0,Regular,0.142978223,Fruits and Vegetables,87.4514,Small,Tier 2,Supermarket Type1,796.9626,train,Food,19
7.935,Low Fat,0.017191055,Dairy,51.535,Small,Tier 2,Supermarket Type1,848.895,train,Food,19
5.765,Low Fat,0.143592939,Baking Goods,37.3164,Small,Tier 1,Grocery Store,38.6164,train,Food,36
20.25,Regular,0.011995271,Canned,184.5924,Small,Tier 1,Supermarket Type1,4997.4948,train,Food,24
15.5,Regular,0.15717236,Snack Foods,149.1418,Medium,Tier 1,Supermarket Type1,588.5672,train,Food,22
